zip_code,locality_fr,locality_nl,locality
9630,Hundelgem
9636,Nederzwalm-Hermelgem
9660,Zegelsem
9660,Elst
9660,Everbeek
9660,Sint-Maria-Oudenhove
9660,Opbrakel
9660,Michelbeke
9660,Brakel
9660,Nederbrakel
9661,Parike
9667,Sint-Maria-Horebeke
9667,Horebeke
9667,Sint-Kornelis-Horebeke
9680,Etikhove
9680,Maarkedal
9680,Maarke-Kerkem
9681,Nukerke
9688,Schorisse
9690,Ruien
9690,Kluisbergen
9690,Berchem
9690,Kwaremont
9690,Zulzeke
9700,Mullem
9700,Heurne
9700,Eine
9700,Bevere
9700,Ename
9700,Edelare
9700,Volkegem
9700,Ooike
9700,Welden
9700,Mater
9700,Leupegem
9700,Oudenaarde
9700,Nederename
9700,Melden
9750,Ouwegem
9750,Huise
9750,Zingem
9770,Kruishoutem
9771,Nokere
9772,Wannegem-Lede
9790,Wortegem
9790,Wortegem-Petegem
9790,Moregem
9790,Petegem-Aan-De-Schelde
9790,Ooike
9790,Elsegem
9800,Zeveren
9800,Meigem
9800,Gottem
9800,Petegem-Aan-De-Leie
9800,Deinze
9800,Grammene
9800,Wontergem
9800,Sint-Martens-Leerne
9800,Astene
9800,Vinkt
9800,Bachte-Maria-Leerne
9810,Eke
9810,Nazareth
9820,Bottelare
9820,Merelbeke
9820,Schelderode
9820,Munte
9820,Lemberge
9820,Melsen
9830,Sint-Martens-Latem
9831,Deurle
9840,De Pinte
9840,Zevergem
9850,Poesele
9850,Landegem
9850,Merendree
9850,Hansbeke
9850,Vosselare
9850,Nevele
9860,Oosterzele
9860,Balegem
9860,Gijzenzele
9860,Scheldewindeke
9860,Moortsele
9860,Landskouter
9870,Zulte
9870,Machelen
9870,Olsene
9880,Poeke
9880,Lotenhulle
9880,Aalter
9881,Bellem
9890,Baaigem
9890,Dikkelvenne
9890,Gavere
9890,Vurste
9900,Eeklo
9910,Knesselare
9910,Ursel
9920,Lovendegem
9921,Vinderhoute
9930,Zomergem
9931,Oostwinkel
9932,Ronsele
9940,Kluizen
9940,Evergem
9940,Ertvelde
9940,Sleidinge
9950,Waarschoot
9960,Assenede
9961,Boekhoute
9968,Bassevelde
9968,Oosteeklo
9970,Kaprijke
9971,Lembeke
9980,Sint-Laureins
9981,Sint-Margriete
9982,Sint-Jan-In-Eremo
9988,Watervliet
9988,Waterland-Oudeman
9990,Maldegem
9991,Adegem
9992,Middelburg
